7.56,2024051717,33844
7.15,2024051721,33844
7.21,2024051801,33844
7.34,2024051805,33844
7.22,2024051809,33844
7.2,2024051813,33844
7.24,2024051817,33844
7.08,2024051821,33844
7.23,2024051901,33844
7.15,2024051905,33844
7.29,2024051909,33844
7.28,2024051913,33844
7.24,2024051917,33844
7.42,2024051921,33844
7.55,2024052001,33844
7.31,2024052005,33844
7.2,2024052009,33844
7.24,2024052013,33844
7.37,2024052017,33844
7.27,2024052021,33844
7.11,2024052101,33844
7.23,2024052105,33844
7.25,2024052109,33844
7.38,2024052113,33844
7.32,2024052117,33844
7.18,2024052121,33844
7.1,2024052201,33844
7.07,2024052205,33844
7.48,2024052209,33844
7.14,2024052213,33844
7.17,2024052217,33844
7.06,2024052221,33844
7.17,2024052301,33844
7.27,2024052305,33844
7.14,2024052309,33844
7.08,2024052313,33844
7.15,2024052317,33844
7.11,2024052321,33844
7.19,2024052401,33844
7.14,2024052405,33844
7.29,2024052409,33844
7.22,2024052413,33844
7.12,2024052417,33844
7.19,2024052421,33844
7.31,2024052501,33844
7.37,2024052505,33844
7.21,2024052509,33844
7.17,2024052513,33844
7.23,2024052517,33844
7.1,2024052521,33844
7.14,2024052601,33844
7.02,2024052605,33844
7.13,2024052609,33844
7.05,2024052613,33844
7.15,2024052617,33844
7.24,2024052621,33844
7.19,2024052701,33844
7.15,2024052705,33844
6.99,2024052709,33844
7.17,2024052713,33844
6.81,2024052717,33844
6.97,2024052721,33844
7.02,2024052801,33844
7.03,2024052805,33844
6.93,2024052809,33844
6.81,2024052813,33844
6.83,2024052817,33844
6.87,2024052821,33844
6.85,2024052901,33844
6.92,2024052905,33844
6.99,2024052909,33844
6.96,2024052913,33844
6.91,2024052917,33844
6.78,2024052921,33844
6.77,2024053001,33844
7.08,2024053005,33844
6.88,2024053009,33844
6.96,2024053013,33844
6.78,2024053017,33844
7.01,2024053021,33844
7.12,2024053101,33844
6.85,2024053105,33844
6.81,2024053109,33844
6.88,2024053113,33844
7.11,2024053117,33844
6.91,2024053121,33844
7.13,2024060101,33844
6.83,2024060105,33844
7.1,2024060109,33844
7.37,2024060113,33844
7.26,2024060117,33844
7.33,2024060121,33844
6.98,2024060201,33844
6.96,2024060205,33844
7.31,2024060209,33844
7.18,2024060213,33844
7.19,2024060217,33844
7.0,2024060221,33844
7.07,2024060301,33844
7.2,2024060305,33844
7.29,2024060309,33844
7.2,2024060313,33844
7.27,2024060317,33844
6.99,2024060321,33844
7.37,2024060401,33844
7.21,2024060405,33844
7.26,2024060409,33844
7.31,2024060413,33844
6.99,2024060417,33844
7.17,2024060421,33844
7.34,2024060501,33844
7.25,2024060505,33844
7.44,2024060509,33844
7.0,2024060513,33844
7.22,2024060517,33844
7.11,2024060521,33844
7.42,2024060601,33844
7.51,2024060605,33844
7.51,2024060609,33844
7.31,2024060613,33844
7.38,2024060617,33844
7.24,2024060621,33844
7.37,2024060701,33844
7.33,2024060705,33844
7.22,2024060709,33844
7.33,2024060713,33844
7.3,2024060717,33844
7.48,2024060721,33844
7.17,2024060801,33844
7.31,2024060805,33844
7.23,2024060809,33844
7.19,2024060813,33844
7.27,2024060817,33844
7.41,2024060821,33844
7.1,2024060901,33844
7.3,2024060905,33844
7.05,2024060909,33844
7.15,2024060913,33844
7.19,2024060917,33844
6.98,2024060921,33844
7.26,2024061001,33844
7.36,2024061005,33844
7.03,2024061009,33844
7.1,2024061013,33844
7.1,2024061017,33844
7.13,2024061021,33844
7.08,2024061101,33844
6.93,2024061105,33844
6.81,2024061109,33844
7.04,2024061113,33844
6.82,2024061117,33844
6.96,2024061121,33844
7.03,2024061201,33844
7.1,2024061205,33844
6.93,2024061209,33844
6.77,2024061213,33844
6.72,2024061217,33844
6.73,2024061221,33844
7.04,2024061301,33844
6.91,2024061305,33844
6.86,2024061309,33844
6.88,2024061313,33844
6.96,2024061317,33844
6.94,2024061321,33844
7.28,2024061401,33844
6.99,2024061405,33844
7.24,2024061409,33844
