AWP,崭新出厂,纪念品,45462,AWP（纪念品） | 巨龙传说,6,3499985.5,885085.6,0.25,2024-06-16
AWP,略有磨损,纪念品,756142,AWP（纪念品） | 巨龙传说,7,1599999.5,681951.2,0.43,2024-06-16
AWP,久经沙场,纪念品,44946,AWP（纪念品） | 巨龙传说,19,358887.5,457052.4,1.27,2024-06-16
AWP,战痕累累,纪念品,757522,AWP（纪念品） | 巨龙传说,3,179999.5,181407.0,1.01,2024-06-16
AWP,崭新出厂,普通,776764,AWP | 永恒之枪,304,82887.5,84545.77,1.02,2024-06-16
AWP,崭新出厂,普通,44060,AWP | 巨龙传说,372,82462.5,84112.22,1.02,2024-06-16
AWP,略有磨损,普通,776481,AWP | 永恒之枪,100,70499.5,71910.01,1.02,2024-06-16
AWP,略有磨损,普通,34076,AWP | 巨龙传说,128,61898.5,63137.0,1.02,2024-06-16
AWP,久经沙场,普通,776029,AWP | 永恒之枪,108,56887.5,57936.03,1.02,2024-06-16
AWP,破损不堪,普通,776807,AWP | 永恒之枪,4,47499.5,48450.02,1.02,2024-06-16
AWP,久经沙场,普通,34075,AWP | 巨龙传说,96,43587.5,44459.74,1.02,2024-06-16
AWP,战痕累累,普通,775901,AWP | 永恒之枪,7,42554.5,42228.01,0.99,2024-06-16
AWP,崭新出厂,普通,44242,AWP | 美杜莎,30,39989.5,36210.01,0.91,2024-06-16
AWP,破损不堪,普通,34077,AWP | 巨龙传说,2,36887.5,34883.98,0.95,2024-06-16
AWP,战痕累累,普通,34074,AWP | 巨龙传说,7,31399.5,31446.58,1.0,2024-06-16
AWP,崭新出厂,普通,776828,AWP | 王子,144,24173.5,24656.45,1.02,2024-06-16
AWP,崭新出厂,纪念品,877113,AWP（纪念品） | 九头金蛇,110,21099.5,23215.36,1.1,2024-06-16
AWP,略有磨损,普通,776737,AWP | 王子,106,18390,18360.01,1.0,2024-06-16
AWP,略有磨损,普通,34105,AWP | 美杜莎,70,17999.5,18360.01,1.02,2024-06-16
AWP,崭新出厂,普通,871801,AWP | 九头金蛇,430,17291.5,17338.97,1.0,2024-06-16
AWP,久经沙场,普通,776454,AWP | 王子,67,15639.5,15952.8,1.02,2024-06-16
AWP,破损不堪,普通,775968,AWP | 王子,7,14794,14769.61,1.0,2024-06-16
AWP,久经沙场,普通,34104,AWP | 美杜莎,58,14297.5,14583.96,1.02,2024-06-16
AWP,略有磨损,普通,871748,AWP | 九头金蛇,171,13799.5,13260.03,0.96,2024-06-16
AWP,略有磨损,纪念品,877101,AWP（纪念品） | 九头金蛇,128,13699,13929.14,1.02,2024-06-16
AWP,战痕累累,普通,776888,AWP | 王子,5,13499.5,12127.78,0.9,2024-06-16
AWP,破损不堪,普通,34106,AWP | 美杜莎,20,12087.5,10934.43,0.9,2024-06-16
