P2000,略有磨损,StatTrak™,39215,P2000（StatTrak™） | 海之泡沫,2,9998.5,1529.96,0.15,2024-06-17
P2000,崭新出厂,StatTrak™,39214,P2000（StatTrak™） | 海之泡沫,35,2844,4257.26,1.5,2024-06-17
P2000,崭新出厂,StatTrak™,39192,P2000（StatTrak™） | 火灵,32,1090.27,1849.97,1.7,2024-06-17
P2000,略有磨损,纪念品,37871,P2000（纪念品） | 坚毅大理石纹,3,922.58,1617.75,1.75,2024-06-17
P2000,崭新出厂,普通,35951,P2000 | 海之泡沫,73,896.88,1233.46,1.38,2024-06-17
P2000,战痕累累,纪念品,37869,P2000（纪念品） | 坚毅大理石纹,1,887.5,1161.06,1.31,2024-06-17
P2000,略有磨损,普通,35952,P2000 | 海之泡沫,6,849.5,1238.47,1.46,2024-06-17
P2000,久经沙场,普通,35903,P2000 | 坚固链甲,1,799.5,1735.86,2.17,2024-06-17
P2000,崭新出厂,普通,35902,P2000 | 坚固链甲,16,799.5,1210.83,1.51,2024-06-17
P2000,略有磨损,普通,35904,P2000 | 坚固链甲,2,799,3255.74,4.07,2024-06-17
P2000,久经沙场,纪念品,37870,P2000（纪念品） | 坚毅大理石纹,4,649.5,282.14,0.43,2024-06-17
P2000,破损不堪,StatTrak™,39195,P2000（StatTrak™） | 火灵,1,599.5,848.09,1.41,2024-06-17
P2000,略有磨损,StatTrak™,39194,P2000（StatTrak™） | 火灵,24,529.31,774.23,1.46,2024-06-17
P2000,破损不堪,纪念品,37872,P2000（纪念品） | 坚毅大理石纹,1,499.5,890.16,1.78,2024-06-17
P2000,略有磨损,普通,35974,P2000 | 银质,8,395.5,375.44,0.95,2024-06-17
P2000,破损不堪,纪念品,37865,P2000（纪念品） | 渐变琥珀,1,379.5,460.03,1.21,2024-06-17
P2000,破损不堪,普通,35909,P2000 | 廉价皮革,4,369.5,77.41,0.21,2024-06-17
P2000,崭新出厂,StatTrak™,39188,P2000（StatTrak™） | 珊瑚树,11,349.49,422.52,1.21,2024-06-17
P2000,战痕累累,StatTrak™,39191,P2000（StatTrak™） | 火灵,2,326.42,534.03,1.64,2024-06-17
P2000,久经沙场,StatTrak™,39193,P2000（StatTrak™） | 火灵,21,302.34,387.19,1.28,2024-06-17
P2000,久经沙场,普通,35959,P2000 | 寻路者,7,292.87,179.19,0.61,2024-06-17
P2000,战痕累累,普通,835549,P2000 | 绝命密电,7,237.5,232.08,0.98,2024-06-17
P2000,崭新出厂,普通,35973,P2000 | 银质,193,232.5,302.02,1.3,2024-06-17
P2000,崭新出厂,纪念品,37862,P2000（纪念品） | 渐变琥珀,55,208.47,307.82,1.48,2024-06-17
P2000,破损不堪,普通,835827,P2000 | 绝命密电,4,177.5,242.02,1.36,2024-06-17
P2000,略有磨损,普通,835387,P2000 | 绝命密电,13,175,225.41,1.29,2024-06-17
P2000,久经沙场,普通,835431,P2000 | 绝命密电,9,173.9,223.3,1.28,2024-06-17
P2000,崭新出厂,普通,835456,P2000 | 绝命密电,45,169.5,230.41,1.36,2024-06-17
P2000,崭新出厂,普通,35906,P2000 | 廉价皮革,16,157.47,170.49,1.08,2024-06-17
P2000,略有磨损,普通,35931,P2000 | 草原落叶,3,154.5,155.54,1.01,2024-06-17
P2000,崭新出厂,普通,35914,P2000 | 火灵,102,153.9,208.65,1.36,2024-06-17
P2000,崭新出厂,普通,35958,P2000 | 寻路者,19,143.5,177.96,1.24,2024-06-17
P2000,崭新出厂,StatTrak™,921586,P2000（StatTrak™） | 变态杀戮,80,141.49,187.75,1.33,2024-06-17
P2000,崭新出厂,StatTrak™,39236,P2000（StatTrak™） | 林间猎者,8,134.45,198.71,1.48,2024-06-17
P2000,略有磨损,普通,35960,P2000 | 寻路者,5,133.5,172.3,1.29,2024-06-17
P2000,略有磨损,StatTrak™,39190,P2000（StatTrak™） | 珊瑚树,20,125.99,158.74,1.26,2024-06-17
P2000,崭新出厂,StatTrak™,39205,P2000（StatTrak™） | 至尊威龙,80,124.5,177.89,1.43,2024-06-17
P2000,崭新出厂,普通,35924,P2000 | 工业牧草,7,122.5,189.71,1.55,2024-06-17
P2000,略有磨损,普通,35972,P2000 | 致命红蝎,3,118.94,133.49,1.12,2024-06-17
P2000,略有磨损,StatTrak™,39238,P2000（StatTrak™） | 林间猎者,6,118.49,153.58,1.3,2024-06-17
P2000,久经沙场,纪念品,37863,P2000（纪念品） | 渐变琥珀,33,118.1,173.9,1.47,2024-06-17
P2000,崭新出厂,普通,35910,P2000 | 珊瑚树,13,114.3,162.65,1.42,2024-06-17
P2000,略有磨损,纪念品,37864,P2000（纪念品） | 渐变琥珀,45,109.5,179.48,1.64,2024-06-17
P2000,崭新出厂,StatTrak™,776629,P2000（StatTrak™） | 黑曜石,25,102,123.84,1.21,2024-06-17
