SSG 08,略有磨损,StatTrak™,776899,SSG 08（StatTrak™） | 喋血战士,2,4998,2588.37,0.52,2024-06-17
SSG 08,崭新出厂,纪念品,756298,SSG 08（纪念品） | 蓝色云杉,2,4499.5,3060.73,0.68,2024-06-17
SSG 08,崭新出厂,普通,871782,SSG 08 | 致命一击,58,2994.5,4983.32,1.66,2024-06-17
SSG 08,略有磨损,普通,775957,SSG 08 | 海滨印花,2,2499.5,3116.95,1.25,2024-06-17
SSG 08,崭新出厂,StatTrak™,39545,SSG 08（StatTrak™） | 水中之血,22,2439.5,3884.51,1.59,2024-06-17
SSG 08,略有磨损,普通,871480,SSG 08 | 致命一击,20,2310.5,3539.33,1.53,2024-06-17
SSG 08,崭新出厂,普通,775077,SSG 08 | 海滨印花,22,2299.5,3947.92,1.72,2024-06-17
SSG 08,战痕累累,普通,871766,SSG 08 | 致命一击,3,2198.5,5904.68,2.69,2024-06-17
SSG 08,破损不堪,普通,871923,SSG 08 | 致命一击,5,2175.5,6166.58,2.83,2024-06-17
SSG 08,崭新出厂,纪念品,38005,SSG 08（纪念品） | 渐变强酸,11,2159.5,3445.96,1.6,2024-06-17
SSG 08,久经沙场,普通,775889,SSG 08 | 海滨印花,4,2099.5,3270.46,1.56,2024-06-17
SSG 08,久经沙场,普通,871699,SSG 08 | 致命一击,14,2058.5,2929.85,1.42,2024-06-17
SSG 08,崭新出厂,纪念品,877259,SSG 08（纪念品） | 致命一击,23,1744,2729.91,1.57,2024-06-17
SSG 08,略有磨损,StatTrak™,39547,SSG 08（StatTrak™） | 水中之血,40,909.4,1797.23,1.98,2024-06-17
SSG 08,久经沙场,StatTrak™,39546,SSG 08（StatTrak™） | 水中之血,5,899.5,3235.5,3.6,2024-06-17
SSG 08,略有磨损,纪念品,877229,SSG 08（纪念品） | 致命一击,34,849,1289.32,1.52,2024-06-17
SSG 08,略有磨损,纪念品,38008,SSG 08（纪念品） | 蓝色云杉,7,789.5,387.19,0.49,2024-06-17
SSG 08,崭新出厂,普通,36562,SSG 08 | 青苔虚线,1,679.5,331.47,0.49,2024-06-17
SSG 08,崭新出厂,普通,36577,SSG 08 | 沙丘之黄,4,665.5,747.24,1.12,2024-06-17
SSG 08,破损不堪,纪念品,877215,SSG 08（纪念品） | 致命一击,3,498.5,766.32,1.54,2024-06-17
SSG 08,久经沙场,纪念品,877209,SSG 08（纪念品） | 致命一击,30,498.49,743.18,1.49,2024-06-17
SSG 08,崭新出厂,StatTrak™,39556,SSG 08（StatTrak™） | 炎龙之焰,103,474.5,715.4,1.51,2024-06-17
SSG 08,久经沙场,普通,36533,SSG 08 | 水中之血,3,419.5,348.38,0.83,2024-06-17
SSG 08,战痕累累,纪念品,877231,SSG 08（纪念品） | 致命一击,7,417.99,580.38,1.39,2024-06-17
SSG 08,崭新出厂,普通,36532,SSG 08 | 水中之血,98,413.78,592.35,1.43,2024-06-17
SSG 08,略有磨损,普通,776411,SSG 08 | 喋血战士,10,379.5,580.38,1.53,2024-06-17
SSG 08,崭新出厂,StatTrak™,39541,SSG 08（StatTrak™） | 巨铁,24,374.5,541.86,1.45,2024-06-17
SSG 08,崭新出厂,StatTrak™,871863,SSG 08（StatTrak™） | 速度激情,38,307.3,419.25,1.36,2024-06-17
SSG 08,战痕累累,普通,775963,SSG 08 | 橙黄镂刻,1,299.5,295.49,0.99,2024-06-17
SSG 08,破损不堪,StatTrak™,39544,SSG 08（StatTrak™） | 巨铁,2,299.49,153.73,0.51,2024-06-17
SSG 08,崭新出厂,纪念品,38015,SSG 08（纪念品） | 热带风暴,6,294.5,3096.28,10.51,2024-06-17
SSG 08,略有磨损,StatTrak™,43933,SSG 08（StatTrak™） | 炎龙之焰,78,292.4,390.6,1.34,2024-06-17
SSG 08,崭新出厂,普通,36585,SSG 08 | 热带风暴,6,272,502.69,1.85,2024-06-17
SSG 08,崭新出厂,普通,36567,SSG 08 | 玛雅之梦,5,264.5,337.2,1.27,2024-06-17
SSG 08,破损不堪,StatTrak™,39558,SSG 08（StatTrak™） | 炎龙之焰,1,249.71,266.11,1.07,2024-06-17
SSG 08,略有磨损,普通,36534,SSG 08 | 水中之血,175,241.5,345.11,1.43,2024-06-17
SSG 08,久经沙场,普通,775253,SSG 08 | 橙黄镂刻,10,203.97,255.66,1.25,2024-06-17
SSG 08,略有磨损,StatTrak™,39543,SSG 08（StatTrak™） | 巨铁,31,199.4,304.7,1.53,2024-06-17
SSG 08,破损不堪,普通,835626,SSG 08 | 侦测,12,197.5,223.67,1.13,2024-06-17
SSG 08,崭新出厂,普通,775730,SSG 08 | 橙黄镂刻,20,197.4,260.66,1.32,2024-06-17
SSG 08,略有磨损,普通,775004,SSG 08 | 橙黄镂刻,9,193.5,264.66,1.37,2024-06-17
SSG 08,久经沙场,StatTrak™,39557,SSG 08（StatTrak™） | 炎龙之焰,77,193.07,277.5,1.44,2024-06-17
SSG 08,破损不堪,普通,776448,SSG 08 | 橙黄镂刻,4,192.5,355.78,1.85,2024-06-17
SSG 08,战痕累累,普通,835423,SSG 08 | 侦测,11,186,233.97,1.26,2024-06-17
SSG 08,战痕累累,StatTrak™,39540,SSG 08（StatTrak™） | 巨铁,7,185.99,186.01,1.0,2024-06-17
SSG 08,战痕累累,StatTrak™,39555,SSG 08（StatTrak™） | 炎龙之焰,2,179.48,244.63,1.36,2024-06-17
SSG 08,崭新出厂,普通,835467,SSG 08 | 侦测,84,176.99,236.22,1.33,2024-06-17
SSG 08,略有磨损,普通,835428,SSG 08 | 侦测,18,176.5,223.74,1.27,2024-06-17
SSG 08,久经沙场,普通,835454,SSG 08 | 侦测,18,172,226.13,1.31,2024-06-17
SSG 08,略有磨损,StatTrak™,871762,SSG 08（StatTrak™） | 速度激情,41,164.6,238.68,1.45,2024-06-17
SSG 08,战痕累累,纪念品,38006,SSG 08（纪念品） | 蓝色云杉,3,151.99,319.21,2.1,2024-06-17
SSG 08,崭新出厂,纪念品,761473,SSG 08（纪念品） | 手刹,39,144,249.71,1.73,2024-06-17
SSG 08,战痕累累,StatTrak™,39550,SSG 08（StatTrak™） | 鬼脸天蛾,3,133.9,112.96,0.84,2024-06-17
SSG 08,久经沙场,StatTrak™,39542,SSG 08（StatTrak™） | 巨铁,35,128.49,161.85,1.26,2024-06-17
SSG 08,崭新出厂,StatTrak™,39551,SSG 08（StatTrak™） | 鬼脸天蛾,12,126.5,166.86,1.32,2024-06-17
SSG 08,崭新出厂,普通,36552,SSG 08 | 炎龙之焰,526,125,167.37,1.34,2024-06-17
SSG 08,破损不堪,纪念品,38009,SSG 08（纪念品） | 蓝色云杉,6,119.49,187.75,1.57,2024-06-17
SSG 08,崭新出厂,普通,36528,SSG 08 | 巨铁,60,118.8,157.43,1.33,2024-06-17
