M9 刺刀,崭新出厂,★ StatTrak™,45418,M9 刺刀（★ StatTrak™） | 深红之网,1,86667.5,71400.0,0.82,2024-06-17
M9 刺刀,崭新出厂,★,45454,M9 刺刀（★） | 深红之网,12,39999.5,37229.96,0.93,2024-06-17
M9 刺刀,崭新出厂,★,43106,M9 刺刀（★） | 传说,128,18999.5,19379.96,1.02,2024-06-17
M9 刺刀,崭新出厂,★ StatTrak™,43815,M9 刺刀（★ StatTrak™） | 传说,14,18099.5,18462.02,1.02,2024-06-17
M9 刺刀,略有磨损,★ StatTrak™,43813,M9 刺刀（★ StatTrak™） | 伽玛多普勒,3,14499.5,12197.13,0.84,2024-06-17
M9 刺刀,略有磨损,★ StatTrak™,756055,M9 刺刀（★ StatTrak™） | 渐变之色,5,13497.49,13767.94,1.02,2024-06-17
M9 刺刀,略有磨损,★,43108,M9 刺刀（★） | 传说,209,13410.5,13679.22,1.02,2024-06-17
M9 刺刀,崭新出厂,★,33812,M9 刺刀（★） | 渐变之色,318,13297.5,13514.97,1.02,2024-06-17
M9 刺刀,崭新出厂,★ StatTrak™,43776,M9 刺刀（★ StatTrak™） | 自动化,6,12991.5,12342.01,0.95,2024-06-17
M9 刺刀,崭新出厂,★,43104,M9 刺刀（★） | 伽玛多普勒,567,12698.5,12953.52,1.02,2024-06-17
M9 刺刀,崭新出厂,★,43054,M9 刺刀（★） | 自动化,29,12299.5,12546.02,1.02,2024-06-17
M9 刺刀,略有磨损,★,43093,M9 刺刀（★） | 渐变之色,17,12249.5,12495.01,1.02,2024-06-17
M9 刺刀,略有磨损,★,44004,M9 刺刀（★） | 伽玛多普勒,37,11999,11627.99,0.97,2024-06-17
M9 刺刀,崭新出厂,★ StatTrak™,43812,M9 刺刀（★ StatTrak™） | 伽玛多普勒,67,11996.5,12225.72,1.02,2024-06-17
M9 刺刀,崭新出厂,★ StatTrak™,43805,M9 刺刀（★ StatTrak™） | 渐变之色,61,11776.5,12012.57,1.02,2024-06-17
M9 刺刀,略有磨损,★ StatTrak™,44998,M9 刺刀（★ StatTrak™） | 传说,40,10805.49,11022.15,1.02,2024-06-17
M9 刺刀,崭新出厂,★,43095,M9 刺刀（★） | 森林 DDPAT,1,9999.5,4680.65,0.47,2024-06-17
