沙漠之鹰,战痕累累,StatTrak™,759561,沙漠之鹰（StatTrak™） | 红色代号,20,219.5,302.31,1.38,2024-06-16
沙漠之鹰,战痕累累,StatTrak™,871984,沙漠之鹰（StatTrak™） | 纵横波涛,17,219,289.54,1.32,2024-06-16
沙漠之鹰,久经沙场,普通,781598,沙漠之鹰 | 印花集,9412,216.47,291.21,1.35,2024-06-16
沙漠之鹰,破损不堪,StatTrak™,871973,沙漠之鹰（StatTrak™） | 纵横波涛,21,213,300.93,1.41,2024-06-16
沙漠之鹰,崭新出厂,普通,34431,沙漠之鹰 | 大佬龙,358,206.5,289.68,1.4,2024-06-16
沙漠之鹰,略有磨损,普通,759245,沙漠之鹰 | 红色代号,836,202.5,270.89,1.34,2024-06-16
沙漠之鹰,破损不堪,普通,781675,沙漠之鹰 | 印花集,190,193.48,276.34,1.43,2024-06-16
沙漠之鹰,久经沙场,StatTrak™,38433,沙漠之鹰（StatTrak™） | 大佬龙,119,182.5,258.85,1.42,2024-06-16
沙漠之鹰,崭新出厂,普通,34439,沙漠之鹰 | 午夜风暴,431,173.5,238.83,1.38,2024-06-16
沙漠之鹰,略有磨损,普通,34409,沙漠之鹰 | 深红之网,580,170.5,239.41,1.4,2024-06-16
沙漠之鹰,战痕累累,StatTrak™,38431,沙漠之鹰（StatTrak™） | 大佬龙,32,168.48,227.08,1.35,2024-06-16
沙漠之鹰,崭新出厂,StatTrak™,38405,沙漠之鹰（StatTrak™） | 阴谋者,685,158,227.22,1.44,2024-06-16
沙漠之鹰,战痕累累,普通,781694,沙漠之鹰 | 印花集,653,154.46,208.14,1.35,2024-06-16
沙漠之鹰,略有磨损,普通,34441,沙漠之鹰 | 午夜风暴,289,152.2,197.77,1.3,2024-06-16
沙漠之鹰,久经沙场,普通,34440,沙漠之鹰 | 午夜风暴,62,148.5,193.63,1.3,2024-06-16
沙漠之鹰,战痕累累,普通,34438,沙漠之鹰 | 午夜风暴,14,146.49,191.89,1.31,2024-06-16
沙漠之鹰,破损不堪,普通,34442,沙漠之鹰 | 午夜风暴,3,144.5,204.73,1.42,2024-06-16
沙漠之鹰,略有磨损,普通,34433,沙漠之鹰 | 大佬龙,494,138,194.72,1.41,2024-06-16
沙漠之鹰,崭新出厂,StatTrak™,763419,沙漠之鹰（StatTrak™） | 机械工业,399,124.39,173.75,1.4,2024-06-16
沙漠之鹰,久经沙场,普通,759244,沙漠之鹰 | 红色代号,1338,123.5,164.03,1.33,2024-06-16
沙漠之鹰,略有磨损,StatTrak™,38427,沙漠之鹰（StatTrak™） | 遗产,107,117.9,182.02,1.54,2024-06-16
沙漠之鹰,崭新出厂,StatTrak™,38437,沙漠之鹰（StatTrak™） | 纳迦蛇神,72,113.97,151.04,1.33,2024-06-16
沙漠之鹰,崭新出厂,纪念品,37572,沙漠之鹰（纪念品） | 都市瓦砾,159,108.5,141.47,1.3,2024-06-16
沙漠之鹰,久经沙场,普通,871329,沙漠之鹰 | 纵横波涛,959,104.5,152.79,1.46,2024-06-16
沙漠之鹰,崭新出厂,普通,835895,沙漠之鹰 | 午夜凶匪,236,98.89,130.22,1.32,2024-06-16
沙漠之鹰,战痕累累,纪念品,37571,沙漠之鹰（纪念品） | 都市瓦砾,12,98.89,140.31,1.42,2024-06-16
沙漠之鹰,崭新出厂,普通,34476,沙漠之鹰 | 都市 DDPAT,24,98.7,135.81,1.38,2024-06-16
沙漠之鹰,战痕累累,StatTrak™,38412,沙漠之鹰（StatTrak™） | 深红之网,42,98,115.71,1.18,2024-06-16
沙漠之鹰,破损不堪,StatTrak™,38416,沙漠之鹰（StatTrak™） | 深红之网,27,97.9,133.56,1.36,2024-06-16
沙漠之鹰,崭新出厂,普通,34424,沙漠之鹰 | 遗产,101,94.9,136.9,1.44,2024-06-16
沙漠之鹰,崭新出厂,纪念品,37567,沙漠之鹰（纪念品） | 都市 DDPAT,75,93.9,117.24,1.25,2024-06-16
沙漠之鹰,略有磨损,StatTrak™,38407,沙漠之鹰（StatTrak™） | 阴谋者,469,91.9,131.82,1.43,2024-06-16
沙漠之鹰,崭新出厂,StatTrak™,769422,沙漠之鹰（StatTrak™） | 轻轨,141,91.4,139.73,1.53,2024-06-16
沙漠之鹰,略有磨损,普通,34454,沙漠之鹰 | 噩梦之夜,418,90.8,121.16,1.33,2024-06-16
沙漠之鹰,久经沙场,普通,34432,沙漠之鹰 | 大佬龙,637,90.8,122.82,1.35,2024-06-16
沙漠之鹰,破损不堪,普通,759246,沙漠之鹰 | 红色代号,211,90.52,125.36,1.38,2024-06-16
沙漠之鹰,破损不堪,普通,34434,沙漠之鹰 | 大佬龙,25,89.61,129.43,1.44,2024-06-16
沙漠之鹰,破损不堪,StatTrak™,38428,沙漠之鹰（StatTrak™） | 遗产,6,88.9,1251.45,14.08,2024-06-16
沙漠之鹰,破损不堪,普通,835937,沙漠之鹰 | 午夜凶匪,9,88.29,108.46,1.23,2024-06-16
沙漠之鹰,久经沙场,StatTrak™,38414,沙漠之鹰（StatTrak™） | 深红之网,268,87.9,117.67,1.34,2024-06-16
沙漠之鹰,略有磨损,普通,835646,沙漠之鹰 | 午夜凶匪,105,87.8,114.77,1.31,2024-06-16
沙漠之鹰,久经沙场,普通,835697,沙漠之鹰 | 午夜凶匪,20,86,111.43,1.3,2024-06-16
沙漠之鹰,久经沙场,StatTrak™,38406,沙漠之鹰（StatTrak™） | 阴谋者,51,83.89,105.19,1.25,2024-06-16
沙漠之鹰,战痕累累,普通,34430,沙漠之鹰 | 大佬龙,109,80.9,107.3,1.33,2024-06-16
沙漠之鹰,战痕累累,普通,835882,沙漠之鹰 | 午夜凶匪,7,80.89,148.51,1.84,2024-06-16
沙漠之鹰,战痕累累,普通,759242,沙漠之鹰 | 红色代号,95,80.6,113.1,1.4,2024-06-16
沙漠之鹰,破损不堪,普通,871675,沙漠之鹰 | 纵横波涛,93,77.37,110.35,1.43,2024-06-16
沙漠之鹰,略有磨损,StatTrak™,763426,沙漠之鹰（StatTrak™） | 机械工业,550,77.34,104.11,1.35,2024-06-16
沙漠之鹰,战痕累累,StatTrak™,38424,沙漠之鹰（StatTrak™） | 遗产,23,70.52,93.95,1.33,2024-06-16
沙漠之鹰,久经沙场,普通,34453,沙漠之鹰 | 噩梦之夜,76,69.9,91.34,1.31,2024-06-16
沙漠之鹰,战痕累累,普通,34451,沙漠之鹰 | 噩梦之夜,33,69.9,88.94,1.27,2024-06-16
沙漠之鹰,破损不堪,普通,34455,沙漠之鹰 | 噩梦之夜,18,69.82,88.8,1.27,2024-06-16
沙漠之鹰,破损不堪,纪念品,37575,沙漠之鹰（纪念品） | 都市瓦砾,26,69.42,97.87,1.41,2024-06-16
沙漠之鹰,战痕累累,普通,871859,沙漠之鹰 | 纵横波涛,78,66.59,92.93,1.4,2024-06-16
沙漠之鹰,崭新出厂,StatTrak™,857666,沙漠之鹰（StatTrak™） | 后发制人,301,62.7,86.91,1.39,2024-06-16
沙漠之鹰,破损不堪,StatTrak™,763506,沙漠之鹰（StatTrak™） | 机械工业,22,62.65,77.7,1.24,2024-06-16
沙漠之鹰,久经沙场,StatTrak™,38426,沙漠之鹰（StatTrak™） | 遗产,128,59.44,86.11,1.45,2024-06-16
沙漠之鹰,破损不堪,普通,34410,沙漠之鹰 | 深红之网,18,58.55,72.55,1.24,2024-06-16
沙漠之鹰,崭新出厂,普通,34412,沙漠之鹰 | 指挥,44,58.12,84.37,1.45,2024-06-16
沙漠之鹰,略有磨损,纪念品,37574,沙漠之鹰（纪念品） | 都市瓦砾,169,56.79,92.93,1.64,2024-06-16
沙漠之鹰,崭新出厂,普通,34399,沙漠之鹰 | 阴谋者,2889,54.9,77.92,1.42,2024-06-16
沙漠之鹰,崭新出厂,普通,763256,沙漠之鹰 | 机械工业,1666,53.9,76.39,1.42,2024-06-16
沙漠之鹰,久经沙场,StatTrak™,763382,沙漠之鹰（StatTrak™） | 机械工业,548,53.6,75.09,1.4,2024-06-16
沙漠之鹰,战痕累累,StatTrak™,763475,沙漠之鹰（StatTrak™） | 机械工业,26,53.56,68.78,1.28,2024-06-16
